Unnamed: 0,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
175.0,6.9,0.5,0.04,1.5,0.085,19.0,49.0,0.9958,3.35,0.78,9.5,
714.0,9.9,0.74,0.28,2.6,0.078,21.0,77.0,0.998,3.28,0.51,9.8,
77.0,6.8,0.785,0.0,2.4,0.104,14.0,30.0,0.9966,3.52,0.55,10.7,
1091.0,7.9,0.34,0.42,2.0,0.086,8.0,19.0,0.99546,3.35,0.6,11.4,
397.0,11.5,0.59,0.59,2.6,0.087,13.0,49.0,0.9988,3.18,0.65,11.0,
1215.0,8.8,0.27,0.46,2.1,0.095,20.0,29.0,0.99488,3.26,0.56,11.3,
1138.0,7.5,0.41,0.15,3.7,0.104,29.0,94.0,0.99786,3.14,0.58,9.1,
868.0,6.8,0.56,0.22,1.8,0.074,15.0,24.0,0.99438,3.4,0.82,11.2,
1019.0,7.0,0.5,0.14,1.8,0.078,10.0,23.0,0.99636,3.53,0.61,10.4,
1473.0,6.1,0.6,0.08,1.8,0.071,14.0,45.0,0.99336,3.38,0.54,11.0,
774.0,7.9,0.4,0.3,1.8,0.157,2.0,45.0,0.99727,3.31,0.91,9.5,
1207.0,9.9,0.72,0.55,1.7,0.136,24.0,52.0,0.99752,3.35,0.94,10.0,
314.0,7.4,0.36,0.29,2.6,0.087,26.0,72.0,0.99645,3.39,0.68,11.0,
1318.0,7.5,0.63,0.27,2.0,0.083,17.0,91.0,0.99616,3.26,0.58,9.8,
553.0,5.0,1.04,0.24,1.6,0.05,32.0,96.0,0.9934,3.74,0.62,11.5,
429.0,12.8,0.84,0.63,2.4,0.088,13.0,35.0,0.9997,3.1,0.6,10.4,
1031.0,7.3,0.55,0.01,1.8,0.093,9.0,15.0,0.99514,3.35,0.58,11.0,
286.0,12.0,0.45,0.55,2.0,0.073,25.0,49.0,0.9997,3.1,0.76,10.3,
1382.0,8.0,0.6,0.22,2.1,0.08,25.0,105.0,0.99613,3.3,0.49,9.9,
760.0,9.0,0.58,0.25,2.8,0.075,9.0,104.0,0.99779,3.23,0.57,9.7,
53.0,8.6,0.38,0.36,3.0,0.081,30.0,119.0,0.997,3.2,0.56,9.4,
1328.0,6.5,0.52,0.11,1.8,0.073,13.0,38.0,0.9955,3.34,0.52,9.3,
1342.0,7.6,0.54,0.02,1.7,0.085,17.0,31.0,0.99589,3.37,0.51,10.4,
1083.0,8.7,0.42,0.45,2.4,0.072,32.0,59.0,0.99617,3.33,0.77,12.0,
191.0,6.4,0.37,0.25,1.9,0.074,21.0,49.0,0.9974,3.57,0.62,9.8,
896.0,8.3,0.31,0.39,2.4,0.078,17.0,43.0,0.99444,3.31,0.77,12.5,
1327.0,6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,
257.0,6.6,0.695,0.0,2.1,0.075,12.0,56.0,0.9968,3.49,0.67,9.2,
1387.0,7.4,0.64,0.07,1.8,0.1,8.0,23.0,0.9961,3.3,0.58,9.6,
1167.0,8.2,0.33,0.39,2.5,0.074,29.0,48.0,0.99528,3.32,0.88,12.4,
6.0,7.9,0.6,0.06,1.6,0.069,15.0,59.0,0.9964,3.3,0.46,9.4,
609.0,6.3,0.36,0.19,3.2,0.075,15.0,39.0,0.9956,3.56,0.52,12.7,
1343.0,7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,
1093.0,9.2,0.31,0.36,2.2,0.079,11.0,31.0,0.99615,3.33,0.86,12.0,
1107.0,9.1,0.3,0.41,2.0,0.068,10.0,24.0,0.99523,3.27,0.85,11.7,
555.0,15.5,0.645,0.49,4.2,0.095,10.0,23.0,1.00315,2.92,0.74,11.1,
176.0,7.3,0.38,0.21,2.0,0.08,7.0,35.0,0.9961,3.33,0.47,9.5,
1468.0,7.3,0.48,0.32,2.1,0.062,31.0,54.0,0.99728,3.3,0.65,10.0,
187.0,7.7,0.705,0.1,2.6,0.084,9.0,26.0,0.9976,3.39,0.49,9.7,
1160.0,10.6,0.36,0.57,2.3,0.087,6.0,20.0,0.99676,3.14,0.72,11.1,
421.0,6.6,0.84,0.03,2.3,0.059,32.0,48.0,0.9952,3.52,0.56,12.3,
194.0,7.6,0.55,0.21,2.2,0.071,7.0,28.0,0.9964,3.28,0.55,9.7,
1480.0,5.6,0.62,0.03,1.5,0.08,6.0,13.0,0.99498,3.66,0.62,10.1,
468.0,11.4,0.36,0.69,2.1,0.09,6.0,21.0,1.0,3.17,0.62,9.2,
1251.0,7.5,0.58,0.14,2.2,0.077,27.0,60.0,0.9963,3.28,0.59,9.8,
1392.0,7.1,0.62,0.06,1.3,0.07,5.0,12.0,0.9942,3.17,0.48,9.8,
448.0,8.6,0.53,0.22,2.0,0.1,7.0,27.0,0.9967,3.2,0.56,10.2,
1351.0,7.2,0.62,0.01,2.3,0.065,8.0,46.0,0.99332,3.32,0.51,11.8,
964.0,8.5,0.47,0.27,1.9,0.058,18.0,38.0,0.99518,3.16,0.85,11.1,
125.0,9.0,0.62,0.04,1.9,0.146,27.0,90.0,0.9984,3.16,0.7,9.4,
594.0,7.9,0.72,0.17,2.6,0.096,20.0,38.0,0.9978,3.4,0.53,9.5,
1143.0,7.0,0.22,0.3,1.8,0.065,16.0,20.0,0.99672,3.61,0.82,10.0,
338.0,12.4,0.49,0.58,3.0,0.103,28.0,99.0,1.0008,3.16,1.0,11.5,
473.0,9.9,0.35,0.55,2.1,0.062,5.0,14.0,0.9971,3.26,0.79,10.6,
200.0,9.6,0.32,0.47,1.4,0.056,9.0,24.0,0.99695,3.22,0.82,10.3,
228.0,7.7,0.43,0.25,2.6,0.073,29.0,63.0,0.99615,3.37,0.58,10.5,
913.0,9.4,0.395,0.46,4.6,0.094,3.0,10.0,0.99639,3.27,0.64,12.2,
1595.0,5.9,0.55,0.1,2.2,0.062,39.0,51.0,0.99512,3.52,0.76,11.2,
936.0,8.8,0.3,0.38,2.3,0.06,19.0,72.0,0.99543,3.39,0.72,11.8,
866.0,6.8,0.49,0.22,2.3,0.071,13.0,24.0,0.99438,3.41,0.83,11.3,
1222.0,8.1,0.53,0.22,2.2,0.078,33.0,89.0,0.99678,3.26,0.46,9.6,
1350.0,9.0,0.6,0.29,2.0,0.069,32.0,73.0,0.99654,3.34,0.57,10.0,
1486.0,6.8,0.68,0.21,2.1,0.07,9.0,23.0,0.99546,3.38,0.6,10.3,
488.0,11.6,0.32,0.55,2.8,0.081,35.0,67.0,1.0002,3.32,0.92,10.8,
76.0,8.8,0.41,0.64,2.2,0.093,9.0,42.0,0.9986,3.54,0.66,10.5,
481.0,9.4,0.3,0.56,2.8,0.08,6.0,17.0,0.9964,3.15,0.92,11.7,
1171.0,7.1,0.59,0.0,2.2,0.078,26.0,44.0,0.99522,3.42,0.68,10.8,
398.0,11.5,0.59,0.59,2.6,0.087,13.0,49.0,0.9988,3.18,0.65,11.0,
496.0,7.8,0.52,0.25,1.9,0.081,14.0,38.0,0.9984,3.43,0.65,9.0,
129.0,6.1,0.38,0.15,1.8,0.072,6.0,19.0,0.9955,3.42,0.57,9.4,
463.0,8.1,0.66,0.7,2.2,0.098,25.0,129.0,0.9972,3.08,0.53,9.0,
873.0,9.1,0.21,0.37,1.6,0.067,6.0,10.0,0.99552,3.23,0.58,11.1,
78.0,6.7,0.75,0.12,2.0,0.086,12.0,80.0,0.9958,3.38,0.52,10.1,
126.0,8.2,1.33,0.0,1.7,0.081,3.0,12.0,0.9964,3.53,0.49,10.9,
236.0,7.2,0.63,0.0,1.9,0.097,14.0,38.0,0.99675,3.37,0.58,9.0,
256.0,9.4,0.34,0.37,2.2,0.075,5.0,13.0,0.998,3.22,0.62,9.2,
1014.0,8.0,0.58,0.16,2.0,0.12,3.0,7.0,0.99454,3.22,0.58,11.2,
159.0,6.8,0.6,0.18,1.9,0.079,18.0,86.0,0.9968,3.59,0.57,9.3,
563.0,7.6,0.29,0.49,2.7,0.092,25.0,60.0,0.9971,3.31,0.61,10.1,
1466.0,7.3,0.48,0.32,2.1,0.062,31.0,54.0,0.99728,3.3,0.65,10.0,
189.0,7.9,0.49,0.32,1.9,0.082,17.0,144.0,0.9968,3.2,0.55,9.5,
1526.0,6.8,0.47,0.08,2.2,0.064,18.0,38.0,0.99553,3.3,0.65,9.6,
893.0,7.2,0.66,0.03,2.3,0.078,16.0,86.0,0.99743,3.53,0.57,9.7,
198.0,5.4,0.835,0.08,1.2,0.046,13.0,93.0,0.9924,3.57,0.85,13.0,
718.0,8.4,0.56,0.04,2.0,0.082,10.0,22.0,0.9976,3.22,0.44,9.6,
336.0,8.9,0.43,0.45,1.9,0.052,6.0,16.0,0.9948,3.35,0.7,12.5,
762.0,8.8,0.7,0.0,1.7,0.069,8.0,19.0,0.99701,3.31,0.53,10.0,
1211.0,6.6,0.44,0.15,2.1,0.076,22.0,53.0,0.9957,3.32,0.62,9.3,
337.0,7.8,0.43,0.32,2.8,0.08,29.0,58.0,0.9974,3.31,0.64,10.3,
466.0,10.3,0.5,0.42,2.0,0.069,21.0,51.0,0.9982,3.16,0.72,11.5,
988.0,7.7,0.39,0.12,1.7,0.097,19.0,27.0,0.99596,3.16,0.49,9.4,
580.0,12.3,0.5,0.49,2.2,0.089,5.0,14.0,1.0002,3.19,0.44,9.6,
1009.0,9.6,0.5,0.36,2.8,0.116,26.0,55.0,0.99722,3.18,0.68,10.9,
1259.0,6.8,0.64,0.0,2.7,0.123,15.0,33.0,0.99538,3.44,0.63,11.3,
1129.0,10.5,0.43,0.35,3.3,0.092,24.0,70.0,0.99798,3.21,0.69,10.5,
98.0,7.6,0.9,0.06,2.5,0.079,5.0,10.0,0.9967,3.39,0.56,9.8,
1202.0,8.6,0.42,0.39,1.8,0.068,6.0,12.0,0.99516,3.35,0.69,11.7,
1227.0,9.0,0.58,0.25,2.0,0.104,8.0,21.0,0.99769,3.27,0.72,9.6,
811.0,12.9,0.5,0.55,2.8,0.072,7.0,24.0,1.00012,3.09,0.68,10.9,
943.0,9.8,0.5,0.34,2.3,0.094,10.0,45.0,0.99864,3.24,0.6,9.7,
1501.0,7.8,0.82,0.29,4.3,0.083,21.0,64.0,0.99642,3.16,0.53,9.4,
1523.0,6.8,0.48,0.25,2.0,0.076,29.0,61.0,0.9953,3.34,0.6,10.4,
907.0,6.1,0.56,0.0,2.2,0.079,6.0,9.0,0.9948,3.59,0.54,11.5,
152.0,7.5,0.6,0.03,1.8,0.095,25.0,99.0,0.995,3.35,0.54,10.1,
1197.0,7.7,0.57,0.21,1.5,0.069,4.0,9.0,0.99458,3.16,0.54,9.8,
573.0,10.5,0.59,0.49,2.1,0.07,14.0,47.0,0.9991,3.3,0.56,9.6,
586.0,11.1,0.31,0.49,2.7,0.094,16.0,47.0,0.9986,3.12,1.02,10.6,
229.0,6.9,0.52,0.25,2.6,0.081,10.0,37.0,0.99685,3.46,0.5,11.0,
306.0,7.6,0.62,0.32,2.2,0.082,7.0,54.0,0.9966,3.36,0.52,9.4,
211.0,8.0,0.725,0.24,2.8,0.083,10.0,62.0,0.99685,3.35,0.56,10.0,
489.0,9.3,0.39,0.4,2.6,0.073,10.0,26.0,0.9984,3.34,0.75,10.2,
574.0,10.6,0.34,0.49,3.2,0.078,20.0,78.0,0.9992,3.19,0.7,10.0,
350.0,10.7,0.67,0.22,2.7,0.107,17.0,34.0,1.0004,3.28,0.98,9.9,
902.0,7.4,0.635,0.1,2.4,0.08,16.0,33.0,0.99736,3.58,0.69,10.8,
64.0,7.2,0.725,0.05,4.65,0.086,4.0,11.0,0.9962,3.41,0.39,10.9,
1114.0,5.0,0.4,0.5,4.3,0.046,29.0,80.0,0.9902,3.49,0.66,13.6,
221.0,7.4,0.53,0.26,2.0,0.101,16.0,72.0,0.9957,3.15,0.57,9.4,
564.0,13.0,0.47,0.49,4.3,0.085,6.0,47.0,1.0021,3.3,0.68,12.7,
669.0,11.3,0.34,0.45,2.0,0.082,6.0,15.0,0.9988,2.94,0.66,9.2,
474.0,10.5,0.28,0.51,1.7,0.08,10.0,24.0,0.9982,3.2,0.89,9.4,
120.0,7.3,1.07,0.09,1.7,0.178,10.0,89.0,0.9962,3.3,0.57,9.0,
395.0,12.0,0.37,0.76,4.2,0.066,7.0,38.0,1.0004,3.22,0.6,13.0,
1086.0,8.5,0.34,0.4,4.7,0.055,3.0,9.0,0.99738,3.38,0.66,11.6,
1190.0,9.1,0.4,0.57,4.6,0.08,6.0,20.0,0.99652,3.28,0.57,12.5,
249.0,7.3,0.66,0.0,2.0,0.084,6.0,23.0,0.9983,3.61,0.96,9.9,
185.0,8.9,0.31,0.57,2.0,0.111,26.0,85.0,0.9971,3.26,0.53,9.7,
100.0,8.3,0.61,0.3,2.1,0.084,11.0,50.0,0.9972,3.4,0.61,10.2,
612.0,7.5,0.64,0.0,2.4,0.077,18.0,29.0,0.9965,3.32,0.6,10.0,
1458.0,8.4,0.29,0.4,1.7,0.067,8.0,20.0,0.99603,3.39,0.6,10.5,
650.0,10.7,0.43,0.39,2.2,0.106,8.0,32.0,0.9986,2.89,0.5,9.6,
1578.0,6.8,0.67,0.15,1.8,0.118,13.0,20.0,0.9954,3.42,0.67,11.3,
792.0,7.1,0.61,0.02,2.5,0.081,17.0,87.0,0.99745,3.48,0.6,9.7,
35.0,7.8,0.645,0.0,5.5,0.086,5.0,18.0,0.9986,3.4,0.55,9.6,
1442.0,6.9,0.63,0.02,1.9,0.078,18.0,30.0,0.99712,3.4,0.75,9.8,
577.0,8.8,0.44,0.49,2.8,0.083,18.0,111.0,0.9982,3.3,0.6,9.5,
1283.0,8.7,0.63,0.28,2.7,0.096,17.0,69.0,0.99734,3.26,0.63,10.2,
465.0,10.0,0.29,0.4,2.9,0.098,10.0,26.0,1.0006,3.48,0.91,9.7,
1028.0,7.2,0.34,0.21,2.5,0.075,41.0,68.0,0.99586,3.37,0.54,10.1,
9.0,7.5,0.5,0.36,6.1,0.071,17.0,102.0,0.9978,3.35,0.8,10.5,
1258.0,6.8,0.64,0.0,2.7,0.123,15.0,33.0,0.99538,3.44,0.63,11.3,
997.0,5.6,0.66,0.0,2.2,0.087,3.0,11.0,0.99378,3.71,0.63,12.8,
601.0,13.2,0.46,0.52,2.2,0.071,12.0,35.0,1.0006,3.1,0.56,9.0,
510.0,12.4,0.42,0.49,4.6,0.073,19.0,43.0,0.9978,3.02,0.61,9.5,
1095.0,9.4,0.4,0.47,2.5,0.087,6.0,20.0,0.99772,3.15,0.5,10.5,
252.0,11.1,0.35,0.48,3.1,0.09,5.0,21.0,0.9986,3.17,0.53,10.5,
1427.0,7.6,0.41,0.33,2.5,0.078,6.0,23.0,0.9957,3.3,0.58,11.2,
88.0,9.3,0.39,0.44,2.1,0.107,34.0,125.0,0.9978,3.14,1.22,9.5,
892.0,10.1,0.45,0.23,1.9,0.082,10.0,18.0,0.99774,3.22,0.65,9.3,
1334.0,7.2,0.835,0.0,2.0,0.166,4.0,11.0,0.99608,3.39,0.52,10.0,
1579.0,6.2,0.56,0.09,1.7,0.053,24.0,32.0,0.99402,3.54,0.6,11.3,
727.0,6.4,0.57,0.02,1.8,0.067,4.0,11.0,0.997,3.46,0.68,9.5,
,,,,,,,,,,,,7.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,7.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,7.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,4.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,3.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,7.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,7.0
,,,,,,,,,,,,7.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,4.0
,,,,,,,,,,,,7.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,7.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,4.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,7.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,7.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,7.0
,,,,,,,,,,,,7.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,7.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,4.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,7.0
,,,,,,,,,,,,7.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,7.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,7.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,7.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,7.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,7.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,4.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,7.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,7.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,7.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,7.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,3.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,7.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,7.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,7.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,7.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,7.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,7.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,7.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,7.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,7.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,7.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,7.0
,,,,,,,,,,,,7.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,7.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,7.0
,,,,,,,,,,,,7.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,4.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,7.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,7.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,7.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,8.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,7.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,7.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,7.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,8.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,7.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,4.0
,,,,,,,,,,,,7.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,7.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,7.0
,,,,,,,,,,,,7.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,7.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,6.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
,,,,,,,,,,,,5.0
